DataID,RiverID,SiteID,RiverSiteID,Continent,Country,RiverName,Biome,Realm,Eco_Biome,Conti_Biome,lon_ori,lat_ori,lon_HGV3,lat_HGV3,lon_HSV3,lat_HSV3,biodiv_ori,biodiv_rec,catch_area,elev,discharge,cum_prec,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,V_lc1,V_lc2,V_lc3,V_lc4,anthromes2017,gHM,HFP2009,HFP_Lights2009,HFP_Population2010,autocor
D039,NR050,S008,NR050_S008,EU,multiple,Danube River,2,Palearctic,PA04,EU2,18.686,45.5628056,18.68614277,45.56380497,18.686,45.5638,22,16,39831.26,83,507.236,41639344,11.127083,10.045834,32.735184,791.11084,27.4,-3.3,30.699999,20.641666,2.8833334,20.641666,1.175,642,79,36,21.353806,202,118.5,202,127,12168.1455,21746.707,4272.323,795.6158,11,0.761434,32,9,5,33885.3303317945
D039,NR050,S009,NR050_S009,EU,multiple,Danube River,2,Palearctic,PA04,EU2,18.92613,46.81529,18.92890377,46.81789041,18.9267,46.8158,14,14,187229.56,95,2321.666,154820770,10.85,8.466667,28.924915,796.5494,26.3,-2.9,29.199999,18.916666,2.5333333,20.4,0.9,517,60,26,24.990606,162,82,160,97,75855.7,75914.9,23527.24,8145.745,32,0.676851,30,5,6,33885.3303317945
D039,NR050,S010,NR050_S010,EU,multiple,Danube River,2,Palearctic,PA04,EU2,14.35401,48.27762,14.35459739,48.27807686,14.3537,48.2779,19,14,79412.56,254,1436.053,76721464,9.14375,8.920834,31.356201,746.10474,24.45,-4,28.45,18.175,1.2666667,18.175,-0.15,772.5,105.5,45,30.985622,285,144,285,146.5,24041.271,31798.084,17635.963,3183.1084,23,0.753242,43.3395,10,10,33885.3303317945
D039,NR050,S011,NR050_S011,EU,multiple,Danube River,2,Palearctic,PA04,EU2,14.4342778,48.0623056,14.43452764,48.06301944,14.4352,48.0612,15,13,6000.662,298,89.631,7264176,8.95,8.925,30.989584,753.31335,24.4,-4.5,28.9,18.116667,-0.41666663,18.116667,-0.41666663,782,109,42,33.201637,294,136,294,136,113.38458,4711.7764,1034.0865,46.45669,23,0.705117,40.75,9,10,33885.3303317945
D039,NR050,S012,NR050_S012,EU,multiple,Danube River,2,Palearctic,PA04,EU2,8.66663,47.91902,8.666687107,47.91976239,8.6666,47.9196,18,14,651.16034,704.5,6.3910003,723115.8,7.0333333,9.170834,34.36331,659.8015,21.9,-4.8,26.699999,13.808332,0.20833331,15.275,-0.90000004,852,101,52.5,19.319122,268,176.5,267,198.5,143.58714,363.70514,113.363785,35.289925,51,0.723906,23,7,7,33885.3303317945
D039,NR050,S013,NR050_S013,EU,multiple,Danube River,2,Palearctic,PA04,EU2,27.87538,44.74902,27.87701163,44.74908798,27.8754,44.749,22,15,714976.6,5,6021.192,541205950,11.225,8.991667,27.581799,893.49036,28.6,-4,32.6,20.316668,0.049999952,22.050001,0.049999952,449,58,23,25.635939,148,78,142,78,346707.5,273306.53,59418.625,24919.111,32,0.539036,15.75,0,4,33885.3303317945
D039,NR050,S014,NR050_S014,EU,multiple,Danube River,2,Palearctic,PA04,EU2,17.76693,47.74659,17.76690791,47.7479038,17.76707846,47.74717107,25,13,133068.5,112.5,2081.493,117703290,10.202084,8.904167,30.75682,763.12683,25.650002,-3.3,28.95,19.400002,2.2333333,19.400002,0.65000004,532,60,27,24.886013,174,88,174,99,48072.582,54991.24,21107.35,5503.7314,32,0.376177,25.6295,5,8,33885.3303317945
D039,NR050,S015,NR050_S015,EU,multiple,Danube River,2,Palearctic,PA04,EU2,9.12063,48.07822,9.121373582,48.07875538,9.1206,48.0795,12,15,1466.9297,658,24.895,1514536.2,7.1833334,8.85,33.14607,676.6579,22,-4.7,26.6,15.566667,0.066666745,15.566667,-1.05,835,106,50,24.915392,283,154,283,169,284.8605,816.5072,293.745,68.34067,23,0.610289,20.6295,5,6,33885.3303317945
D039,NR050,S016,NR050_S016,EU,multiple,Danube River,2,Palearctic,PA04,EU2,16.90238,48.14247,16.90209446,48.14384057,16.9014,48.1438,18,15,105364.49,149.5,1959.85,100818370,10.0125,8.508333,29.662004,761.3236,25.4,-3.2,28.699999,19.25,2.0166667,19.25,0.51666665,610,70,35,24.931574,203,108,203,114,31436.186,46305.777,20168.252,4252.3604,32,0.607372,32,8,6,33885.3303317945
D039,NR050,S017,NR050_S017,EU,multiple,Danube River,2,Palearctic,PA04,EU2,18.77992,45.92931,18.78050637,45.93121357,18.7812,45.9306,13,14,208655.9,85.5,2268.636,166760620,10.916667,9.0875,31.06189,779.59265,26.3,-3,29.3,18.891666,2.8,20.258333,1.1083333,578,72,29,25.407356,187,94,187,106,89397.57,80076.45,25677.531,8800.441,31,0.132374,8.2503,0,4,33885.3303317945
D039,NR050,S018,NR050_S018,EU,multiple,Danube River,2,Palearctic,PA04,EU2,18.6451389,47.9141111,18.64555531,47.91357572,18.6494,47.9137,16,15,5051.4736,122,0.451,3852222,10.683333,10.325,32.369793,820.0619,28.1,-3.8,31.9,19.1,2.2,20.65,0.4,532,61,28,24.170332,171,89,166,103,1615.8666,3020.3489,259.98297,138.7138,32,0.601606,17.2049,0,5,33885.3303317945
D039,NR050,S019,NR050_S019,EU,multiple,Danube River,2,Palearctic,PA04,EU2,22.40348,44.6949,22.40920898,44.69384466,22.4061,44.6928,18,15,564808.3,114.5,5495.372,452741570,11.15,9.479166,30.473606,820.9869,27.95,-3.1,31.15,16.091667,2.45,21.166668,0.9666667,643.5,72.5,39,19.77306,205,127,178,133,257078.25,233729.6,49087.27,17422.936,32,0.422222,18.75,0,7,33885.3303317945
D039,NR050,S020,NR050_S020,EU,multiple,Danube River,2,Palearctic,PA04,EU2,19.37331,45.23304,19.37326241,45.2321358,19.3733,45.2321,19,13,253902.89,93,2789.513,211779950,11.183333,10.075,33.250828,778.7967,27.3,-3,30.3,20.516666,3,20.566668,1.4,627,82,36,23.856678,204,115,204,127,105676.93,102479.77,30271.33,9723.725,23,0.500515,32,9,5,33885.3303317945
D039,NR050,S021,NR050_S021,EU,multiple,Danube River,2,Palearctic,PA04,EU2,12.82631488,48.26681454,12.82625539,48.26752838,12.8269,48.2673,21,13,15638.991,382.5,363.237,15606331,8.583334,8.445833,30.99631,712.92834,23.349998,-4,27.35,17.308334,1.0916667,17.308334,-0.18333332,944.5,121,52,30.750605,349,172,349,172.5,1170.1279,6954.8013,5629.9775,324.38452,32,0.55038,24.3395,4,7,33885.3303317945
D039,NR050,S022,NR050_S022,EU,multiple,Danube River,2,Palearctic,PA04,EU2,18.7631111,47.8854722,18.76382494,47.88541271,18.7652,47.886,15,13,5051.9937,108,17.13,3070092,10.770833,9.825,31.190475,818.00433,27.9,-3.6,31.5,19.216667,2.2833333,20.733334,0.50000006,534,61,28,24.17432,173,90,165,102,2761.9607,2120.6423,58.83321,108.52623,32,0.6684,14.5032,0,5,33885.3303317945
D039,NR050,S023,NR050_S023,EU,multiple,Danube River,2,Palearctic,PA04,EU2,12.8663889,48.7608056,12.86877618,48.75787138,12.86540006,48.76117113,15,16,8930.861,321.5,1.361,9066712,8.35,9.1875,32.56501,727.6285,23.6,-4.6,28.2,17.183334,3.9833333,17.183334,-0.7,879,100,55,19.997429,284,173.5,284,197,3028.5098,3649.6084,1277.38,644.76855,23,0.509297,19.3395,7,7,33885.3303317945
D039,NR050,S024,NR050_S024,EU,multiple,Danube River,2,Palearctic,PA04,EU2,13.65559,48.54461,13.65783077,48.5456624,13.6563,48.5452,0,13,76820.16,383,1385.206,74165050,8.141666,8.3,30.44025,718.16315,22.7,-4.4,27.2,16.866667,3.75,16.866667,-0.75000006,921,107,60,20.173777,299,185,299,212,23127.219,30896.111,16988.371,3087.966,32,0.464236,23,5,6,33885.3303317945
D039,NR050,S025,NR050_S025,EU,multiple,Danube River,2,Palearctic,PA04,EU2,11.86653,48.91581,11.86700589,48.91640487,11.8666,48.9153,23,13,26139.375,421,345.905,24605740,8.370833,8.004167,29.897282,713.7656,23,-3.8,26.8,17.158333,3.975,17.158333,-0.39166665,734,87,44,22.526615,243,142,243,153,10281.773,8833.577,5498.669,1293.8835,23,0.825868,29.6815,9,6,33885.3303317945
D039,NR050,S026,NR050_S026,EU,multiple,Danube River,2,Palearctic,PA04,EU2,29.55243,45.4058,29.5532985,45.4097584,29.5538,45.4073,28,13,833833.44,0,0.267,606597760,11.025,6.9083333,24.411072,803.7278,25.5,-2.8,28.3,20.85,1.8416667,20.85,1.2333333,376.5,48,21.5,23.730015,122,75,122,77,420818,299741.1,66105.13,30100.775,41,0.384382,13,1,4,33885.3303317945
D039,NR050,S027,NR050_S027,EU,multiple,Danube River,2,Palearctic,PA04,EU2,10.8758611,48.5889167,10.8762894,48.58872634,10.8772,48.5885,20,16,4023.2634,425.5,95.486,4638629,8.410418,8.654166,32.083336,694.1197,23.3,-3.7,27,17.016666,1.2333332,17.016666,-0.066666685,783,95,44,27.852058,272.5,134,272.5,145,580.007,1432.2949,1693.9854,180.76567,32,0.567295,24.6295,5,7,33885.3303317945
D039,NR050,S028,NR050_S028,EU,multiple,Danube River,2,Palearctic,PA04,EU2,16.9,48.2801389,16.89743018,48.27906814,16.9092,48.289,17,NA,25738.46,142,127.027,15666682,10.0625,8.883333,30.011261,773.74664,26.1,-3.5,29.6,19.533333,1.9833333,19.533333,0.41666666,649,82,35,29.913094,231,111,231,114,15494.868,8152.146,871.62756,1088.5586,32,0.493438,15.0005,5,6,33885.3303317945
D039,NR050,S029,NR050_S029,EU,multiple,Danube River,2,Palearctic,PA04,EU2,12.94444,48.82803,12.94623445,48.82947297,12.9456,48.8306,21,13,37977.086,312.5,490.477,34038540,8.11875,9.158333,32.70945,717.6837,23.3,-4.7,28,16.85,3.8,16.85,-0.8166666,956,101,57,16.155638,289,194,289,233,14666.935,14396.055,6858.9854,1755.6925,23,0.810128,42,9,7,33885.3303317945
D039,NR050,S030,NR050_S030,EU,multiple,Danube River,2,Palearctic,PA04,EU2,24.79351,43.70594,24.81041097,43.71032501,24.79374308,43.70440513,18,14,608587.94,24,2885.5078,479745250,12.383333,10.283334,30.245098,913.3414,30.2,-3.9,34,21.55,0.79999995,23.233334,0.79999995,525,62,34,23.64272,180,104,165,104,283730.78,247636,50732.023,18600.227,32,0.314205,20.7282,0,6,33885.3303317945
D039,NR050,S031,NR050_S031,EU,multiple,Danube River,2,Palearctic,PA04,EU2,15.52546,48.38552,15.52546,48.38552,15.5255,48.3863,12,13,95747.57,344.5,1829.975,94115304,8.55625,8.808333,31.59784,718.2079,23.55,-4.3,27.900002,17.400002,-0.2416667,17.400002,-0.2416667,606.5,87,24.5,43.201897,244,84.5,244,84.5,27544.219,41590.89,19953.543,3543.2837,32,0.533294,36,7,6,33885.3303317945
D039,NR050,S032,NR050_S032,EU,multiple,Danube River,2,Palearctic,PA04,EU2,24.79032,43.72704,24.79114856,43.72800028,24.7912,43.7271,17,13,650.6809,25,169.836,344432.2,12.397917,10.533333,30.575672,919.71204,30.45,-4,34.45,21.625,0.775,23.316666,0.7416666,523.5,62,34,24.170307,181,104,165.5,104,552.4608,12.163723,14.035288,51.589584,32,0.531474,11.8525,0,7,33885.3303317945
D039,NR050,S033,NR050_S033,EU,multiple,Danube River,2,Palearctic,PA04,EU2,28.20448,45.46981,28.20373047,45.46952446,28.2045,45.4698,22,15,32718.172,33,238.21149,18805100,10.791667,9.625,29.351154,882.36487,28.1,-4.6,32.8,19.783333,1.1,21.433334,-0.23333329,477,65,25,29.188137,168,85,158.5,89,21720.557,5704.8315,1155.4376,1690.6803,32,0.472324,-9999,-9999,-9999,33885.3303317945
D039,NR050,S034,NR050_S034,EU,multiple,Danube River,2,Palearctic,PA04,EU2,17.5313889,47.6008333,17.5313889,47.60121401,17.53046675,47.6003665,19,14,360.06393,116.5,1.248,201239.34,10.28125,9.391666,31.66386,770.9881,26.2,-3.5,29.7,19.6,2.2666667,19.6,0.6583333,536,64,26,26.784904,181,87.5,181,96,214.99951,129.01553,9.74352,4.898731,32,0.735866,16.8959,2,7,33885.3303317945
D039,NR050,S035,NR050_S035,EU,multiple,Danube River,2,Palearctic,PA04,EU2,28.25887,45.45484,28.25947166,45.4579333,28.2598,45.4565,20,13,815762.2,9,6763.634,598872000,10.870833,9.675,29.43425,881.97736,28.4,-4.5,32.8,19.9,1.2333333,21.583334,-0.06666664,472,64,25,28.623735,165,85,156,89,407899.78,299219.4,65062.44,29603.607,23,0.656808,26.75,5,6,33885.3303317945
D039,NR050,S036,NR050_S036,EU,multiple,Danube River,2,Palearctic,PA04,EU2,25.93166,43.83467,25.94308141,43.82953036,25.9286,43.8378,10,14,2979.6206,55.5,13.531,1760776,11.935417,10.375,30.490196,901.4546,29.75,-4.3,34,20.933334,2.3833332,22.741667,0.5083332,568,70,31.5,25.893549,197.5,103.5,180,106.5,2344.4253,560.05884,8.576524,61.389122,23,0.904817,42.75,9,8,33885.3303317945
D039,NR050,S037,NR050_S037,EU,multiple,Danube River,2,Palearctic,PA04,EU2,20.3507778,44.7681667,20.3521001,44.76790326,20.3508,44.7682,19,14,92440.24,69,4.743,93599970,11.9,10.3875,34.098038,779.12524,28,-2.5,30.45,19.741667,3.7,21.216667,2.0583334,664,93,37,26.49058,226,122,217,129,35019.484,51598.12,4071.0562,1324.5721,11,0.764527,34,10,6,33885.3303317945
D039,NR050,S038,NR050_S038,EU,multiple,Danube River,2,Palearctic,PA04,EU2,27.9344,45.40638,27.9344,45.40638,27.9344,45.4064,16,14,54348.69,29.5,300.034,31769536,10.870833,10,29.747774,900.9645,28.7,-4.9,33.7,20.05,1.1333333,21.766666,-0.41666666,479,67,23,32.232555,173,79,165,81,30061.047,17467.568,3546.252,2596.775,23,0.80006,35,7,5,33885.3303317945
D039,NR050,S039,NR050_S039,EU,multiple,Danube River,2,Palearctic,PA04,EU2,18.85776,47.81198,18.8581883,47.81542342,18.8578,47.813,18,NA,182676.52,115.5,2312.491,152432820,10.7375,9.15,30.098684,801.24304,27,-3.4,30.4,18.975,2.4,20.466667,0.6833333,539.5,60.5,29,23.361498,171.5,93,162,104,73180.516,74973.72,23365.205,7404.8633,23,0.535935,19,5,6,33885.3303317945
D039,NR050,S040,NR050_S040,EU,multiple,Danube River,2,Palearctic,PA04,EU2,14.0553611,48.1577222,14.05443311,48.15800774,14.0549,48.1601,11,17,3555.7168,346.5,0.267,4451905,9.106251,8.4,30.059587,746.95056,24.3,-3.7,27.900002,18.283333,1.375,18.283333,-0.08333335,954,124,55,25.801132,330.5,183,330.5,184.5,713.73193,2034.8872,518.8419,82.83123,23,0.773075,41,10,9,33885.3303317945
D039,NR050,S041,NR050_S041,EU,multiple,Danube River,2,Palearctic,PA04,EU2,20.3130556,45.2100278,20.31376944,45.2104561,20.3137,45.2099,14,16,153549.06,81.5,920.271,102205910,11.370833,9.775,32.101803,787.70715,27.45,-3,30.45,19.308334,3.0333333,20.816666,1.4416666,589,83,34,27.190456,203,106.5,195.5,117,84920.055,50536.062,12126.153,5311.357,23,0.619579,38.75,6,6,33885.3303317945
D039,NR050,S042,NR050_S042,EU,multiple,Danube River,2,Palearctic,PA04,EU2,23.74877,43.80344,23.74771624,43.7853357,23.7488,43.80372718,18,15,579932.2,29,0.121,462309280,11.81875,9.266666,28.66357,872.1977,29,-3.3,32.3,20.55,2.8,22.283333,0.85,544,66,35,23.526466,184,111,161,111,266177.44,238425.12,50125.16,17634.555,32,0.383591,22.75,5,6,33885.3303317945
D039,NR050,S043,NR050_S043,EU,multiple,Danube River,2,Palearctic,PA04,EU2,22.68845,44.26321,22.68445251,44.26206786,22.6873,44.263,23,15,568752.06,39,5529.17,455389300,11.645833,10.191668,31.504333,850.57324,29.150002,-3.25,32.35,16.75,2.7333333,21.958334,1.0999999,591,65,37,18.302206,184.5,121.5,156,127,258631.9,235420.98,49555.41,17495.51,32,0.527597,11.6295,1,5,33885.3303317945
D039,NR050,S044,NR050_S044,EU,multiple,Danube River,2,Palearctic,PA04,EU2,20.26094,45.1427,20.26468935,45.14608053,20.2632,45.1453,13,13,255015.11,80,2789.97,212425680,11.420834,9.491667,31.744705,783.6177,27.3,-2.6,29.9,19.333334,3.1666667,20.85,1.5666666,598,84,34,26.650698,204,110,199,118,106465.65,102783.53,30261.229,9817.717,32,0.369608,14.527,4,6,33885.3303317945
D039,NR050,S045,NR050_S045,EU,multiple,Danube River,2,Palearctic,PA04,EU2,19.09385,47.58872,19.08274811,47.59988987,19.0934,47.5879,17,14,183571.97,104,0.478,152912180,11.110416,8.695833,29.405876,792.589,26.9,-2.65,29.6,19.216667,2.8916667,20.741667,1.2583333,517.5,60,27,24.13198,168,89,156.5,100,73605.17,75439.164,23391.541,7525.2637,23,0.587912,42,10,10,33885.3303317945
D039,NR050,S046,NR050_S046,EU,multiple,Danube River,2,Palearctic,PA04,EU2,21.0698056,44.6207778,21.07028149,44.62182476,21.0699,44.6214,16,14,37390.348,74,237.087,26795320,11.43125,10.2625,33.346817,784.76355,27.7,-3.1,30.800001,19.408333,3.15,20.866667,1.5666666,640,86,38,24.64204,215,119,206,127,16179.813,19851.527,829.73,439.51483,32,0.636176,21.2967,4,6,33885.3303317945
D039,NR050,S047,NR050_S047,EU,multiple,Danube River,2,Palearctic,PA04,EU2,16.48655,48.17319,16.49220122,48.17586689,16.487033,48.17299061,25,18,101537.45,156,1937.3,97950190,10.2875,8.616667,29.98252,760.18787,26,-2.9,28.8,18.033333,0.9166667,19.65,0.9166667,567,69,30,27.790777,196,99,194,99,30425.078,44108.703,20028.742,3845.6155,11,0.828832,35.6295,10,10,33885.3303317945
D040,NR051,S001,NR051_S001,AS,China,Neijiang River,2,Palearctic,PA04,AS2,103.595,31.016,103.5953019,31.01545884,103.595,31.016,12,NA,22956.377,856.5,379.481,17733892,15.072916,8.1125,29.600868,695.6323,28.150002,0.65,27.400002,22.508333,6.0166664,23.266666,6.0166664,1034.5,231,9,91.17413,601.5,37.5,578.5,37.5,865.8926,14908.079,7167.2485,7.532979,22,0.729522,32,8,9,9453.71393444352
D040,NR051,S002,NR051_S002,AS,China,Neijiang River,2,Palearctic,PA04,AS2,104.037,30.66,104.037,30.66046399,104.038,30.6597,11,NA,197.28954,502,3.675,191167.31,16.866667,7.275,26.944445,715.44476,29.9,2.9,27,24.516666,7.633333,25.3,7.633333,932,233,7,98.43298,567,29,549,29,92.25267,9.504238,0.4098862,94.64167,11,0.916823,38,10,10,9453.71393444352
D040,NR051,S003,NR051_S003,AS,China,Neijiang River,2,Palearctic,PA04,AS2,104.039,30.507,104.0395901,30.507,104.039,30.5101,8,NA,337.6777,473,3.219,338376.3,16.652084,7.5125,27.538235,716.91046,29.6,2.4,27.25,24.283333,7.3583336,25.033333,7.3583336,1029.5,250.5,8,97.75546,623,33,604.5,33,148.22656,31.227514,0.5745262,157.8015,11,0.904951,30.7164,10,9,9453.71393444352
D040,NR051,S004,NR051_S004,AS,China,Neijiang River,2,Palearctic,PA04,AS2,104.039,30.45,104.0396544,30.45053538,104.039,30.45,3,NA,1060.9823,472,17.461,1040424.4,16.558332,7.375,27.306274,713.0136,29.4,2.4,27,24.166666,7.3166666,24.9,7.3166666,1037,250,8,97.18949,627,33,607,33,422.42828,57.23654,1.8862308,584.3471,22,0.834446,19.4476,8,9,9453.71393444352
D040,NR051,S005,NR051_S005,AS,China,Neijiang River,2,Palearctic,PA04,AS2,103.964,30.312,103.9636558,30.31293054,103.963,30.313,8,NA,1960.7404,455.5,16.617,2009498.8,16.747917,7.2708335,27.09888,710.09375,29.6,2.7,26.85,24.333334,7.5166664,25.05,7.5166664,1142.5,270.5,10,96.72749,685.5,38,668,38,1161.7684,153.2858,1.8862308,644.21606,21,0.789095,27.75,5,9,9453.71393444352
D040,NR051,S006,NR051_S006,AS,China,Neijiang River,2,Palearctic,PA04,AS2,103.685,30.9,103.6777706,30.8954955,103.678,30.8946,1,NA,22981.273,655,390.196,17760178,15.8875,8.283333,29.689365,707.40845,29,1.1,27.9,23.441668,6.6666665,24.166668,6.6666665,1051.5,243,8,94.03148,626.5,36,598.5,36,873.8848,14846.609,7167.7344,17.594505,21,0.747956,19.8525,6,9,9453.71393444352
D040,NR051,S007,NR051_S007,AS,China,Neijiang River,2,Palearctic,PA04,AS2,103.76,30.908,103.7602379,30.90866625,103.749,30.8974,6,NA,33.80277,636.5,0.723,34805.83,15.914583,8.1625,29.459446,710.1592,28.9,1.2,27.699999,23.491667,6.7,24.208334,6.7,1018.5,235.5,8,94.504234,607.5,34,579.5,34,31.339668,0,0,3.5174823,21,0.657315,28.5858,5,10,9453.71393444352
D040,NR051,S008,NR051_S008,AS,China,Neijiang River,2,Palearctic,PA04,AS2,103.729,30.986,103.7290357,30.98636882,103.729,30.986,5,NA,17.686857,665.5,0.483,18288.195,15.84375,8.4625,30.247482,709.57806,29,1,28,23.383333,6.5833335,24.125,6.5833335,1022,235,8,94.01438,608.5,34,580.5,34,13.166558,0.40893203,0,4.334276,22,0.781663,31.9458,5,9,9453.71393444352
D040,NR051,S009,NR051_S009,AS,China,Neijiang River,2,Palearctic,PA04,AS2,103.825,30.734,103.8253794,30.73457923,103.826,30.7345,5,NA,80.31889,557.5,1.487,82576.49,16.229168,7.8500004,28.545454,713.3965,29.2,1.7,27.5,23.858334,7,24.591667,7,1009.5,241,8,96.28441,608.5,33,583,33,58.400414,22.197832,0,0.8190924,11,0.824944,33.3087,9,10,9453.71393444352
D040,NR051,S010,NR051_S010,AS,China,Neijiang River,2,Palearctic,PA04,AS2,104.048,30.721,104.0480892,30.72025642,104.048,30.721,11,NA,121.76599,508,0.278,117603.89,16.735416,7.525,27.564104,719.6687,29.8,2.5,27.3,24.4,7.4333334,25.2,7.4333334,932,234,7,98.53066,567,30,549,30,83.3833,1.6389717,0.5735026,35.402954,11,0.915231,40.7282,10,10,9453.71393444352
D040,NR051,S011,NR051_S011,AS,China,Neijiang River,2,Palearctic,PA04,AS2,103.964,30.839,103.9494263,30.81997193,103.965,30.8394,7,NA,51.005463,546.5,4.604,49927.062,16.104166,7.791667,28.230677,717.2957,29.1,1.5,27.6,23.766666,6.8,24.483334,6.8,947.5,229,7,96.61163,572.5,30,547.5,30,36.20218,1.9655477,0,14.17359,21,0.819785,30.4504,9,10,9453.71393444352
D040,NR051,S012,NR051_S012,AS,China,Neijiang River,2,Palearctic,PA04,AS2,103.959,30.717,103.9596662,30.71766625,103.959,30.717,1,NA,89.64318,522.5,5.533,89635.45,16.385418,7.8166666,28.366547,716.7206,29.45,1.9,27.6,24.041666,7.1083336,24.783333,7.1083336,939.5,232.5,7,97.8969,571.5,29,549.5,29,70.27636,7.4538136,0.2458887,11.14673,11,0.891038,40.207,10,10,9453.71393444352
D040,NR051,S013,NR051_S013,AS,China,Neijiang River,2,Palearctic,PA04,AS2,104.076,30.59,104.0761333,30.59038071,104.081,30.5875,10,NA,525.3367,487,10.402,505103.9,16.754168,7.4750004,27.481619,718.75946,29.8,2.6,27.199999,24.416666,7.5,25.216667,7.5,987,245,8,97.752785,597,34,581,34,183.92087,15.080273,1.2295585,322.94067,11,0.910802,29.4367,10,9,9453.71393444352
D041,NR052,S001,NR052_S001,AS,4 countries,Mekong River,1,Indomalayan,IN01,AS1,102.6979667,17.829,102.6929358,17.82799383,102.695,17.8275,54,NA,225369.58,166,4501.322,315710820,26.270834,10.012501,52.43692,254.46913,34.7,15.6,19.1,28.15,22.75,28.7,22.666666,1514,310.5,5,93.318245,814,22,562.5,25.5,38511.336,147177.45,38000.69,533.8328,23,0.672561,31.75,5,8,83027.3755014279
D041,NR052,S002,NR052_S002,AS,4 countries,Mekong River,1,Indomalayan,IN01,AS1,104.7544667,17.06225,104.7586308,17.06076284,104.762,17.0593,88,NA,295461.9,139,7065.823,456997950,26.19375,9.429167,51.73993,241.3384,34.35,16.1,18.25,27.708334,22.816666,28.6,22.816666,1823,454.5,3,104.18652,1124.5,15,628,15,65579.625,176673.31,49575.316,749.629,21,0.55756,25.5,0,7,83027.3755014279
D041,NR052,S003,NR052_S003,AS,4 countries,Mekong River,1,Indomalayan,IN01,AS1,105.5456167,15.39705,105.5463705,15.39466586,105.546,15.3969,54,NA,340121.47,136.5,1.6719999,539308700,26.941666,9.320833,55.522293,181.77887,35,18.2,16.8,27.275002,24.916666,29.191666,24.458334,1916.5,420.5,2,103.130356,1185,14,327.5,27,85499.95,195031.36,55527.664,793.4836,61,0.396654,17,0,5,83027.3755014279
D041,NR052,S004,NR052_S004,AS,4 countries,Mekong River,1,Indomalayan,IN01,AS1,106.0029667,13.58025,106.0038725,13.58466171,106,13.5819,54,NA,479584.16,47,9919.864,724347840,27.14375,8.316666,53.656063,168.99088,34.45,18.9,15.500002,27.416666,25.158333,29.108334,24.825,1784,337,1,91.0067,978,20,300.5,60,194039.67,219289.6,58916.336,1627.4167,43,0.193057,18.6464,0,4,83027.3755014279
D041,NR052,S005,NR052_S005,AS,4 countries,Mekong River,1,Indomalayan,IN01,AS1,105.47435,12.00736667,105.4721046,12.00725229,105.474,12.0074,88,NA,576750.1,11,6785.706,932580200,27.558334,8.116667,60.509953,125.16279,34.3,20.8,13.5,27.550001,26.199999,29.25,26.016666,1685,279,5,76.41763,756,31,345,116,212639.19,289896.9,65550.42,1754.9526,23,0.496908,39,8,9,83027.3755014279
D041,NR052,S006,NR052_S006,AS,4 countries,Mekong River,1,Indomalayan,IN01,AS1,105.6127333,10.40856667,105.6340235,10.41299622,105.614,10.4151,37,NA,1997.4211,4.5,14.6775,2714859.5,27.654167,7.025,61.231884,99.44494,33.5,22,11.5,27.716667,27.05,28.816666,26.366667,1461.5,254,1,76.24655,683,18,387,47.5,1857.6449,65.53476,23.244202,9.190917,21,0.689366,25.8135,7,10,83027.3755014279
D041,NR052,S007,NR052_S007,AS,4 countries,Mekong River,1,Indomalayan,IN01,AS1,106.0066,10.3248,106.0058182,10.26296801,106.027,10.3061,54,NA,3568.6216,2,49.962,4858516.5,27.6125,7,62.351185,93.27684,33.4,22.2,11.200001,27.616667,27.05,28.75,26.466667,1394,241,1,78.138565,645,14,369,182,3202.674,65.47501,120.22348,60.33352,34,-9999,17.7282,5,10,83027.3755014279
D041,NR052,S008,NR052_S008,AS,4 countries,Mekong River,1,Indomalayan,IN01,AS1,106.4484833,10.31165,106.4480591,10.30959219,106.446,10.3082,20,NA,644.60425,2,4.623,806846.5,27.4125,6.7499995,61.590916,99.21184,33.1,22.1,10.999998,27.433334,26.75,28.65,26.166666,1375,247,1,81.56436,638,9,388,40,307.0304,140.65613,134.10486,17.924442,21,0.460996,10.3395,0,9,83027.3755014279
D041,NR052,S009,NR052_S009,AS,4 countries,Mekong River,1,Indomalayan,IN01,AS1,106.5249,10.2711,106.5251082,10.27047539,106.525,10.2711,20,NA,14.328537,1,10.17,8228.064,27.416666,6.5083337,61.526474,97.20723,32.9,22.3,10.600002,27.433334,26.75,28.616667,26.183332,1342,245,1,82.331924,618,9,389,36,2.8161626,0.56323117,2.909957,0.09387365,21,0.384061,9.68149,0,9,83027.3755014279
D041,NR052,S010,NR052_S010,AS,4 countries,Mekong River,1,Indomalayan,IN01,AS1,106.6283,10.2508,106.6239558,10.24452842,106.627,10.2421,20,NA,58.80622,1,10.56,46385.977,27.4625,6.4083333,61.61859,97.21402,32.8,22.4,10.4,27.466667,26.8,28.683332,26.216667,1299.5,241,0,83.28235,596,8,385.5,30,16.804623,23.377174,2.3469105,0.3755374,21,-9999,16.9263,0,8,83027.3755014279
